iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population
IRL,Europe,Ireland,1/25/2021,188923,1369,2011.429,2977,7,51.571,38260.592,277.249,407.354,602.901,1.418,10.444,14884,2958519,599.158,3.014,20981,4.249,0.096,10.4,,,,,6552,,,,1327,85.19,4937796
IRL,Europe,Ireland,1/26/2021,189851,928,1858.857,3066,89,51.143,38448.53,187.938,376.455,620.925,18.024,10.357,16665,2975184,602.533,3.375,20616,4.175,0.09,11.1,,,,,6105,,,,1236,87.96,4937796
IRL,Europe,Ireland,1/27/2021,191182,1331,1694,3120,54,50.286,38718.084,269.553,343.068,631.861,10.936,10.184,22387,2997571,607.067,4.534,20344,4.12,0.083,12,161500,147700,13800,,5657,3.27,2.99,0.28,1146,87.96,4937796
IRL,Europe,Ireland,1/28/2021,192645,1463,1531.857,3167,47,49.857,39014.37,296.286,310.231,641.379,9.518,10.097,21780,3019351,611.477,4.411,20141,4.079,0.076,13.1,,,,,6271,,,,1270,87.96,4937796
IRL,Europe,Ireland,1/29/2021,193892,1247,1373.286,3214,47,49.143,39266.912,252.542,278.117,650.898,9.518,9.952,21943,3041294,615.921,4.444,19821,4.014,0.069,14.4,,,,,6886,,,,1395,87.96,4937796
IRL,Europe,Ireland,1/30/2021,195303,1411,1302.714,3292,78,49.286,39552.667,285.755,263.825,666.694,15.797,9.981,21598,3062892,620.295,4.374,19836,4.017,0.066,15.2,,,,,7500,,,,1519,87.96,4937796
IRL,Europe,Ireland,1/31/2021,196547,1244,1284.714,3307,15,48.143,39804.601,251.934,260.18,669.732,3.038,9.75,17649,3080541,623.87,3.574,19558,3.961,0.066,15.2,199800,150500,49300,,8114,4.05,3.05,1,1643,87.96,4937796
IRL,Europe,Ireland,2/1/2021,197553,1006,1232.857,3317,10,48.571,40008.336,203.735,249.678,671.757,2.025,9.837,15047,3095588,626.917,3.047,19581,3.966,0.063,15.9,,,,,8118,,,,1644,87.96,4937796
IRL,Europe,Ireland,2/2/2021,198424,871,1224.714,3418,101,50.286,40184.73,176.394,248.029,692.212,20.454,10.184,16329,3111917,630.224,3.307,19533,3.956,0.063,15.9,,,,,8122,,,,1645,87.96,4937796
IRL,Europe,Ireland,2/3/2021,199430,1006,1178.286,3512,94,56,40388.465,203.735,238.626,711.249,19.037,11.341,18442,3130359,633.959,3.735,18970,3.842,0.062,16.1,,,,,8126,,,,1646,87.96,4937796
IRL,Europe,Ireland,2/4/2021,200744,1314,1157,3586,74,59.857,40654.575,266.111,234.315,726.235,14.986,12.122,20214,3150573,638.052,4.094,18746,3.796,0.062,16.2,,,,,7643,,,,1548,87.96,4937796
IRL,Europe,Ireland,2/5/2021,201763,1019,1124.429,3621,35,58.143,40860.943,206.367,227.719,733.323,7.088,11.775,20278,3170851,642.159,4.107,18508,3.748,0.061,16.5,230766,151212,79554,,7159,4.67,3.06,1.61,1450,87.96,4937796
IRL,Europe,Ireland,2/6/2021,202548,785,1035,3674,53,54.571,41019.921,158.978,209.608,744.057,10.734,11.052,19497,3190348,646.108,3.949,18208,3.687,0.057,17.6,,,,,6486,,,,1314,87.96,4937796
IRL,Europe,Ireland,2/7/2021,203568,1020,1003,3686,12,54.143,41226.491,206.57,203.127,746.487,2.43,10.965,15377,3205725,649.222,3.114,17883,3.622,0.056,17.8,240487,153654,86833,,5812,4.87,3.11,1.76,1177,87.96,4937796
IRL,Europe,Ireland,2/8/2021,204397,829,977.714,3687,1,52.857,41394.379,167.889,198.006,746.689,0.203,10.705,12697,3218422,651.793,2.571,17548,3.554,0.056,17.9,243353,154900,88453,2866,5337,4.93,3.14,1.79,1081,87.96,4937796
IRL,Europe,Ireland,2/9/2021,204940,543,930.857,3752,65,47.714,41504.347,109.968,188.517,759.853,13.164,9.663,15126,3233548,654.857,3.063,17376,3.519,0.054,18.7,248284,158904,89380,4931,5157,5.03,3.22,1.81,1044,87.96,4937796
IRL,Europe,Ireland,2/10/2021,205939,999,929.857,3794,42,40.286,41706.664,202.317,188.314,768.359,8.506,8.159,18213,3251761,658.545,3.688,17343,3.512,0.054,18.7,256681,166863,89818,8397,5472,5.2,3.38,1.82,1108,87.96,4937796
IRL,Europe,Ireland,2/11/2021,206801,862,865.286,3846,52,37.143,41881.236,174.572,175.237,778.89,10.531,7.522,17372,3269133,662.063,3.518,16937,3.43,0.051,19.6,261073,171239,89834,4392,5214,5.29,3.47,1.82,1056,87.96,4937796
IRL,Europe,Ireland,2/12/2021,207720,919,851,3865,19,34.857,42067.352,186.115,172.344,782.738,3.848,7.059,18841,3287974,665.879,3.816,16732,3.389,0.051,19.7,265237,175238,89999,4164,4924,5.37,3.55,1.82,997,87.96,4937796
IRL,Europe,Ireland,2/13/2021,208796,1076,892.571,3931,66,36.714,42285.262,217.911,180.763,796.104,13.366,7.435,18174,3306148,669.559,3.681,16543,3.35,0.054,18.5,268551,176926,91625,3314,4704,5.44,3.58,1.86,953,87.96,4937796
IRL,Europe,Ireland,2/14/2021,209582,786,859.143,3948,17,37.429,42444.443,159.18,173.993,799.547,3.443,7.58,14450,3320598,672.486,2.926,16410,3.323,0.052,19.1,271942,180192,91750,3391,4494,5.51,3.65,1.86,910,87.96,4937796
IRL,Europe,Ireland,2/15/2021,210402,820,857.857,3948,0,37.286,42610.509,166.066,173.733,799.547,0,7.551,11452,3332050,674.805,2.319,16233,3.287,0.053,18.9,280581,182193,98388,8639,5318,5.68,3.69,1.99,1077,87.96,4937796
IRL,Europe,Ireland,2/16/2021,211113,711,881.857,3980,32,32.571,42754.5,143.991,178.593,806.028,6.481,6.596,13119,3345169,677.462,2.657,15946,3.229,0.055,18.1,293752,187893,105859,13171,6495,5.95,3.81,2.14,1315,87.96,4937796
IRL,Europe,Ireland,2/17/2021,211751,638,830.286,4036,56,34.571,42883.708,129.207,168.149,817.369,11.341,7.001,17122,3362291,680.93,3.468,15790,3.198,0.053,19,310900,197609,113291,17148,7746,6.3,4,2.29,1569,87.96,4937796
IRL,Europe,Ireland,2/18/2021,212647,896,835.143,4082,46,33.714,43065.165,181.457,169.133,826.685,9.316,6.828,15829,3378120,684.135,3.206,15570,3.153,0.054,18.6,326475,205955,120520,15575,9343,6.61,4.17,2.44,1892,87.96,4937796
IRL,Europe,Ireland,2/19/2021,213400,753,811.429,4109,27,34.857,43217.662,152.497,164.33,832.153,5.468,7.059,17036,3395156,687.585,3.45,15312,3.101,0.053,18.9,340704,214384,126320,14229,10781,6.9,4.34,2.56,2183,87.96,4937796
IRL,Europe,Ireland,2/20/2021,214378,978,797.429,4135,26,29.143,43415.726,198.064,161.495,837.418,5.266,5.902,15606,3410762,690.746,3.161,14945,3.027,0.053,18.7,350322,219899,130423,9618,11682,7.09,4.45,2.64,2366,87.96,4937796
IRL,Europe,Ireland,2/21/2021,215057,679,782.143,4136,1,26.857,43553.237,137.511,158.399,837.621,0.203,5.439,14901,3425663,693.764,3.018,15009,3.04,0.052,19.2,353971,222073,131898,3649,11718,7.17,4.5,2.67,2373,87.96,4937796
IRL,Europe,Ireland,2/22/2021,215743,686,763,4137,1,27,43692.165,138.928,154.522,837.823,0.203,5.468,11828,3437491,696.159,2.395,15063,3.051,0.051,19.7,359616,226291,133325,5645,11291,7.28,4.58,2.7,2287,87.96,4937796
IRL,Europe,Ireland,2/23/2021,216300,557,741,4181,44,28.714,43804.969,112.803,150.067,846.734,8.911,5.815,13841,3451332,698.962,2.803,15166,3.071,0.049,20.5,373280,238841,134439,13664,11361,7.56,4.84,2.72,2301,87.96,4937796
IRL,Europe,Ireland,2/24/2021,216840,540,727,4237,56,28.714,43914.329,109.361,147.232,858.075,11.341,5.815,16607,3467939,702.325,3.363,15093,3.057,0.048,20.8,391355,254948,136407,18075,11494,7.93,5.16,2.76,2328,87.96,4937796
IRL,Europe,Ireland,2/25/2021,217478,638,690.143,4271,34,27,44043.537,129.207,139.767,864.961,6.886,5.468,18206,3486145,706.012,3.687,15432,3.125,0.045,22.4,409529,271594,137935,18174,11865,8.29,5.5,2.79,2403,87.96,4937796
IRL,Europe,Ireland,2/26/2021,218251,773,693,4300,29,27.286,44200.084,156.548,140.346,870.834,5.873,5.526,19178,3505323,709.896,3.884,15738,3.187,0.044,22.7,426070,285780,140290,16541,12195,8.63,5.79,2.84,2470,87.96,4937796
IRL,Europe,Ireland,2/27/2021,218980,729,657.429,4313,13,25.429,44347.721,147.637,133.142,873.467,2.633,5.15,18273,3523596,713.597,3.701,16119,3.264,0.041,24.5,435895,294550,141345,9825,12225,8.83,5.97,2.86,2476,87.96,4937796
IRL,Europe,Ireland,2/28/2021,219592,612,647.857,4319,6,26.143,44471.663,123.942,131.204,874.682,1.215,5.294,13102,3536698,716.25,2.653,15862,3.212,0.041,24.5,439782,297899,141883,3887,12259,8.91,6.03,2.87,2483,87.96,4937796
IRL,Europe,Ireland,3/1/2021,220273,681,647.143,4319,0,26,44609.579,137.916,131.059,874.682,0,5.266,12210,3548908,718.723,2.473,15917,3.224,0.041,24.6,446474,303550,142924,6692,12408,9.04,6.15,2.89,2513,84.26,4937796
IRL,Europe,Ireland,3/2/2021,220630,357,618.571,4333,14,21.714,44681.878,72.299,125.273,877.517,2.835,4.398,11680,3560588,721.089,2.365,15608,3.161,0.04,25.2,460637,316056,144581,14163,12480,9.33,6.4,2.93,2527,84.26,4937796
IRL,Europe,Ireland,3/3/2021,221189,559,621.286,4357,24,17.143,44795.087,113.208,125.822,882.377,4.86,3.472,15277,3575865,724.182,3.094,15418,3.122,0.04,24.8,,,,,12271,,,,2485,84.26,4937796
IRL,Europe,Ireland,3/4/2021,221649,460,595.857,4396,39,17.857,44888.246,93.159,120.673,890.276,7.898,3.616,14244,3590109,727.067,2.885,14852,3.008,0.04,24.9,493873,346256,147617,,12049,10,7.01,2.99,2440,84.26,4937796
IRL,Europe,Ireland,3/5/2021,222169,520,559.714,4405,9,15,44993.556,105.31,113.353,892.098,1.823,3.038,16640,3606749,730.437,3.37,14489,2.934,0.039,25.9,513322,363601,149721,19449,12465,10.4,7.36,3.03,2524,84.26,4937796
IRL,Europe,Ireland,3/6/2021,222699,530,531.286,4419,14,15.143,45100.891,107.335,107.596,894.934,2.835,3.067,13325,3620074,733.136,2.699,13783,2.791,0.039,25.9,523069,373149,149920,9747,12453,10.59,7.56,3.04,2522,84.26,4937796
IRL,Europe,Ireland,3/7/2021,223219,520,518.143,4422,3,14.714,45206.201,105.31,104.934,895.541,0.608,2.98,13756,3633830,735.921,2.786,13876,2.81,0.037,26.8,525768,375521,150247,2699,12284,10.65,7.61,3.04,2488,84.26,4937796
IRL,Europe,Ireland,3/8/2021,223651,432,482.571,4422,0,14.714,45293.69,87.488,97.73,895.541,0,2.98,10682,3644512,738.085,2.163,13658,2.766,0.035,28.3,536617,382528,154089,10849,12878,10.87,7.75,3.12,2608,84.26,4937796
IRL,Europe,Ireland,3/9/2021,223957,306,475.286,4452,30,17,45355.661,61.971,96.255,901.617,6.076,3.443,13585,3658097,740.836,2.751,13930,2.821,0.034,29.3,553161,396089,157072,16544,13218,11.2,8.02,3.18,2677,84.26,4937796
IRL,Europe,Ireland,3/10/2021,224588,631,485.571,4499,47,20.286,45483.451,127.79,98.338,911.135,9.518,4.108,15592,3673689,743.994,3.158,13975,2.83,0.035,28.8,570391,409662,160729,17230,13305,11.55,8.3,3.26,2695,84.26,4937796
IRL,Europe,Ireland,3/11/2021,225179,591,504.286,4509,10,16.143,45603.14,119.689,102.128,913.16,2.025,3.269,15750,3689439,747.183,3.19,14190,2.874,0.036,28.1,589512,426819,162693,19121,13663,11.94,8.64,3.29,2767,84.26,4937796
IRL,Europe,Ireland,3/12/2021,225820,641,521.571,4518,9,16.143,45732.955,129.815,105.628,914.983,1.823,3.269,16499,3705938,750.525,3.341,14170,2.87,0.037,27.2,606904,443092,163812,17392,13369,12.29,8.97,3.32,2707,84.26,4937796
IRL,Europe,Ireland,3/13/2021,226358,538,522.714,4534,16,16.429,45841.91,108.955,105.86,918.223,3.24,3.327,16203,3722141,753.806,3.281,14581,2.953,0.036,27.9,615934,451589,164345,9030,13266,12.47,9.15,3.33,2687,84.26,4937796
IRL,Europe,Ireland,3/14/2021,226741,383,503.143,4534,0,16,45919.475,77.565,101.896,918.223,0,3.24,13349,3735490,756.51,2.703,14523,2.941,0.035,28.9,617050,452554,164496,1116,13040,12.5,9.17,3.33,2641,84.26,4937796
IRL,Europe,Ireland,3/15/2021,227316,575,523.571,4534,0,16,46035.924,116.449,106.033,918.223,0,3.24,10586,3746076,758.653,2.144,14509,2.938,0.036,27.7,620580,455182,165398,3530,11995,12.57,9.22,3.35,2429,84.26,4937796
IRL,Europe,Ireland,3/16/2021,227663,347,529.429,4552,18,14.286,46106.198,70.274,107.22,921.869,3.645,2.893,11392,3757468,760.961,2.307,14196,2.875,0.037,26.8,632359,463500,168859,11779,11314,12.81,9.39,3.42,2291,84.26,4937796
IRL,Europe,Ireland,3/17/2021,228215,552,518.143,4566,14,9.571,46217.989,111.791,104.934,924.704,2.835,1.938,15990,3773458,764.199,3.238,14253,2.887,0.036,27.5,639586,468328,171258,7227,9885,12.95,9.48,3.47,2002,84.26,4937796
IRL,Europe,Ireland,3/18/2021,228796,581,516.714,4566,0,8.143,46335.653,117.664,104.645,924.704,0,1.649,13514,3786972,766.936,2.737,13933,2.822,0.037,27,654251,478725,175526,14665,9248,13.25,9.7,3.55,1873,84.26,4937796
IRL,Europe,Ireland,3/19/2021,229306,510,498,4576,10,8.286,46438.938,103.285,100.855,926.729,2.025,1.678,12942,3799914,769.557,2.621,13425,2.719,0.037,27,668529,487466,181063,14278,8804,13.54,9.87,3.67,1783,84.26,4937796
IRL,Europe,Ireland,3/20/2021,229831,525,496.143,4585,9,7.286,46545.26,106.323,100.479,928.552,1.823,1.475,16621,3816535,772.923,3.366,13485,2.731,0.037,27.2,675946,492106,183840,7417,8573,13.69,9.97,3.72,1736,84.26,4937796
IRL,Europe,Ireland,3/21/2021,230599,768,551.143,4587,2,7.571,46700.795,155.535,111.617,928.957,0.405,1.533,14882,3831417,775.937,3.014,13704,2.775,0.04,24.9,680015,495824,184191,4069,8995,13.77,10.04,3.73,1822,84.26,4937796
IRL,Europe,Ireland,3/22/2021,231119,520,543.286,4588,1,7.714,46806.105,105.31,110.026,929.159,0.203,1.562,12722,3844139,778.513,2.576,14009,2.837,0.039,25.8,690449,503796,186653,10434,9981,13.98,10.2,3.78,2021,84.26,4937796
IRL,Europe,Ireland,3/23/2021,231484,365,545.857,4610,22,8.286,46880.025,73.92,110.547,933.615,4.455,1.678,15044,3859183,781.56,3.047,14531,2.943,0.038,26.6,709348,515800,193548,18899,10998,14.37,10.45,3.92,2227,84.26,4937796
IRL,Europe,Ireland,3/24/2021,232164,680,564.143,4628,18,8.857,47017.738,137.713,114.25,937.26,3.645,1.794,20112,3879295,785.633,4.073,15120,3.062,0.037,26.8,732678,529984,202694,23330,13299,14.84,10.73,4.1,2693,84.26,4937796
IRL,Europe,Ireland,3/25/2021,232758,594,566,4631,3,9.286,47138.035,120.297,114.626,937.868,0.608,1.881,17979,3897274,789.274,3.641,15757,3.191,0.036,27.8,760168,548945,211223,27490,15131,15.39,11.12,4.28,3064,84.26,4937796
IRL,Europe,Ireland,3/26/2021,233327,569,574.429,4651,20,10.714,47253.268,115.234,116.333,941.918,4.05,2.17,18491,3915765,793.019,3.745,16550,3.352,0.035,28.8,786569,567023,219546,26401,16863,15.93,11.48,4.45,3415,84.26,4937796
IRL,Europe,Ireland,3/27/2021,233937,610,586.571,4653,2,9.714,47376.805,123.537,118.792,942.323,0.405,1.967,21134,3936899,797.299,4.28,17195,3.482,0.034,29.3,802502,577641,224861,15933,18079,16.25,11.7,4.55,3661,84.26,4937796
IRL,Europe,Ireland,3/28/2021,234541,604,563.143,4666,13,11.286,47499.127,122.322,114.047,944.956,2.633,2.286,19619,3956518,801.272,3.973,17872,3.619,0.032,31.7,806541,580857,225684,4039,18075,16.33,11.76,4.57,3661,84.26,4937796
IRL,Europe,Ireland,3/29/2021,235078,537,565.571,4667,1,11.286,47607.88,108.753,114.539,945.159,0.203,2.286,13507,3970025,804.007,2.735,17984,3.642,0.031,31.8,819676,590688,228988,13135,18461,16.6,11.96,4.64,3739,84.26,4937796
IRL,Europe,Ireland,3/30/2021,235444,366,565.714,4681,14,10.143,47682.002,74.122,114.568,947.994,2.835,2.054,14957,3984982,807.037,3.029,17971,3.639,0.031,31.8,840561,603802,236759,20885,18745,17.02,12.23,4.79,3796,84.26,4937796
IRL,Europe,Ireland,3/31/2021,235854,410,527.143,4687,6,8.429,47765.035,83.033,106.757,949.209,1.215,1.707,21152,4006134,811.32,4.284,18120,3.67,0.029,34.4,865460,619003,246457,24899,18969,17.53,12.54,4.99,3842,84.26,4937796
IRL,Europe,Ireland,4/1/2021,236600,746,548.857,4705,18,10.571,47916.115,151.08,111.154,952.854,3.645,2.141,19535,4025669,815.276,3.956,18342,3.715,0.03,33.4,893375,636963,256412,27915,19030,18.09,12.9,5.19,3854,84.26,4937796
IRL,Europe,Ireland,4/2/2021,237187,587,551.429,4713,8,8.857,48034.994,118.879,111.675,954.474,1.62,1.794,19031,4044700,819.131,3.854,18419,3.73,0.03,33.4,923878,655292,268586,30503,19616,18.71,13.27,5.44,3973,84.26,4937796
IRL,Europe,Ireland,4/3/2021,237695,508,536.857,4715,2,8.857,48137.874,102.88,108.724,954.879,0.405,1.794,16662,4061362,822.505,3.374,17780,3.601,0.03,33.1,932324,660800,271524,8446,18546,18.88,13.38,5.5,3756,84.26,4937796
IRL,Europe,Ireland,4/4/2021,238148,453,515.286,4718,3,7.429,48229.615,91.741,104.355,955.487,0.608,1.504,13946,4075308,825.329,2.824,16970,3.437,0.03,32.9,,,,,18580,,,,3763,84.26,4937796
IRL,Europe,Ireland,4/5/2021,238466,318,484,4718,0,7.286,48294.016,64.401,98.019,955.487,0,1.475,11954,4087262,827.75,2.421,16748,3.392,0.029,34.6,940883,667182,273701,,17315,19.05,13.51,5.54,3507,84.26,4937796
IRL,Europe,Ireland,4/6/2021,238907,441,494.714,4727,9,6.571,48383.327,89.311,100.189,957.31,1.823,1.331,13864,4101126,830.558,2.808,16592,3.36,0.03,33.5,961887,679844,282043,21004,17332,19.48,13.77,5.71,3510,84.26,4937796
IRL,Europe,Ireland,4/7/2021,239325,418,495.857,4732,5,6.429,48467.98,84.653,100.421,958.322,1.013,1.302,16151,4117277,833.829,3.271,15878,3.216,0.031,32,1018264,716636,301628,56377,21829,20.62,14.51,6.11,4421,84.26,4937796
IRL,Europe,Ireland,4/8/2021,239723,398,446.143,4737,5,4.571,48548.583,80.603,90.353,959.335,1.013,0.926,19214,4136491,837.72,3.891,15832,3.206,0.028,35.5,,,,,19817,,,,4013,84.26,4937796
IRL,Europe,Ireland,4/9/2021,240192,469,429.286,4769,32,8,48643.565,94.982,86.939,965.816,6.481,1.62,16795,4153286,841.121,3.401,15512,3.141,0.028,36.1,1045919,735997,309922,,17434,21.18,14.91,6.28,3531,84.26,4937796
IRL,Europe,Ireland,4/10/2021,240643,451,421.143,4783,14,9.714,48734.901,91.336,85.29,968.651,2.835,1.967,16849,4170135,844.534,3.412,15539,3.147,0.027,36.9,,,,,17496,,,,3543,84.26,4937796
IRL,Europe,Ireland,4/11/2021,240945,302,399.571,4785,2,9.571,48796.062,61.161,80.921,969.056,0.405,1.938,14355,4184490,847.441,2.907,15597,3.159,0.026,39,1063666,749450,314216,,18152,21.54,15.18,6.36,3676,84.26,4937796
IRL,Europe,Ireland,4/12/2021,241330,385,409.143,4785,0,9.571,48874.032,77.97,82.859,969.056,0,1.938,11918,4196408,849.854,2.414,15592,3.158,0.026,38.1,1076216,758763,317453,12550,19333,21.8,15.37,6.43,3915,80.56,4937796
IRL,Europe,Ireland,4/13/2021,241684,354,396.714,4803,18,10.857,48945.724,71.692,80.342,972.701,3.645,2.199,13650,4210058,852.619,2.764,15562,3.152,0.025,39.2,1094964,769721,325243,18748,19011,22.18,15.59,6.59,3850,80.56,4937796
IRL,Europe,Ireland,4/14/2021,242105,421,397.143,4812,9,11.429,49030.985,85.261,80.429,974.524,1.823,2.315,16872,4226930,856.036,3.417,15665,3.172,0.025,39.4,1121003,789526,331477,26039,14677,22.7,15.99,6.71,2972,80.56,4937796
IRL,Europe,Ireland,4/15/2021,242402,297,382.714,4820,8,11.857,49091.133,60.148,77.507,976.144,1.62,2.401,14926,4241856,859.059,3.023,15052,3.048,0.025,39.3,,,,,17512,,,,3547,80.56,4937796
IRL,Europe,Ireland,4/16/2021,242819,417,375.286,4831,11,8.857,49175.584,84.451,76.003,978.372,2.228,1.794,15404,4257260,862.178,3.12,14853,3.008,0.025,39.6,1188354,838644,349710,,20348,24.07,16.98,7.08,4121,80.56,4937796
IRL,Europe,Ireland,4/17/2021,243238,419,370.714,4835,4,7.429,49260.439,84.856,75.077,979.182,0.81,1.504,14999,4272259,865.216,3.038,14589,2.955,0.025,39.4,1204063,852189,351874,15709,21324,24.38,17.26,7.13,4319,80.56,4937796
IRL,Europe,Ireland,4/18/2021,243508,270,366.143,4836,1,7.286,49315.12,54.68,74.151,979.384,0.203,1.475,14507,4286766,868.154,2.938,14611,2.959,0.025,39.9,1208459,855512,352947,4396,20685,24.47,17.33,7.15,4189,80.56,4937796
IRL,Europe,Ireland,4/19/2021,243911,403,368.714,4836,0,7.286,49396.735,81.615,74.672,979.384,0,1.475,11881,4298647,870.56,2.406,14606,2.958,0.025,39.6,,,,,21214,,,,4296,80.56,4937796
IRL,Europe,Ireland,4/20/2021,244297,386,373.286,4847,11,6.286,49474.907,78.173,75.598,981.612,2.228,1.273,15085,4313732,873.615,3.055,14811,3,0.025,39.7,1240965,878823,362142,,20857,25.13,17.8,7.33,4224,80.56,4937796
IRL,Europe,Ireland,4/21/2021,244695,398,370,4856,9,6.286,49555.51,80.603,74.932,983.435,1.823,1.273,19058,4332790,877.474,3.86,15123,3.063,0.024,40.9,1275828,904774,371054,34863,22118,25.84,18.32,7.51,4479,80.56,4937796
IRL,Europe,Ireland,4/22/2021,245310,615,415.429,4866,10,6.571,49680.06,124.549,84.132,985.46,2.025,1.331,18095,4350885,881.139,3.665,15576,3.154,0.027,37.5,1317165,934980,382185,41337,23212,26.68,18.94,7.74,4701,80.56,4937796
IRL,Europe,Ireland,4/23/2021,245743,433,417.714,4867,1,5.143,49767.751,87.691,84.595,985.662,0.203,1.042,19557,4370442,885.1,3.961,16169,3.275,0.026,38.7,1359921,966611,393310,42756,24510,27.54,19.58,7.97,4964,80.56,4937796
IRL,Europe,Ireland,4/24/2021,246204,461,423.714,4872,5,5.286,49861.112,93.361,85.81,986.675,1.013,1.07,17803,4388245,888.705,3.605,16569,3.356,0.026,39.1,1385753,987681,398072,25832,25956,28.06,20,8.06,5257,80.56,4937796
IRL,Europe,Ireland,4/25/2021,246633,429,446.429,4873,1,5.286,49947.993,86.881,90.41,986.878,0.203,1.07,15829,4404074,891.911,3.206,16758,3.394,0.027,37.5,1398061,998134,399927,12308,27086,28.31,20.21,8.1,5485,80.56,4937796
IRL,Europe,Ireland,4/26/2021,247069,436,451.143,4874,1,5.429,50036.291,88.299,91.365,987.08,0.203,1.099,12839,4416913,894.511,2.6,16895,3.422,0.027,37.4,1417942,1014640,403302,19881,27604,28.72,20.55,8.17,5590,80.56,4937796
IRL,Europe,Ireland,4/27/2021,247489,420,456,4884,10,5.286,50121.35,85.058,92.349,989.105,2.025,1.07,15273,4432186,897.604,3.093,16922,3.427,0.027,37.1,1452434,1041284,411150,34492,30210,29.41,21.09,8.33,6118,80.56,4937796
IRL,Europe,Ireland,4/28/2021,247857,368,451.714,4896,12,5.714,50195.877,74.527,91.481,991.535,2.43,1.157,20498,4452684,901.755,4.151,17128,3.469,0.026,37.9,1487043,1067378,419665,34609,30174,30.12,21.62,8.5,6111,80.56,4937796
IRL,Europe,Ireland,4/29/2021,248326,469,430.857,4899,3,4.714,50290.859,94.982,87.257,992.143,0.608,0.955,19880,4472564,905.781,4.026,17383,3.52,0.025,40.3,,,,,30392,,,,6155,80.56,4937796
IRL,Europe,Ireland,4/30/2021,248870,544,446.714,4903,4,5.143,50401.029,110.171,90.468,992.953,0.81,1.042,22296,4494860,910.297,4.515,17774,3.6,0.025,39.8,1572779,1130958,441821,,30408,31.85,22.9,8.95,6158,80.56,4937796
IRL,Europe,Ireland,5/1/2021,249437,567,461.857,4906,3,4.857,50515.858,114.829,93.535,993.561,0.608,0.984,18934,4513794,914.131,3.835,17936,3.632,0.026,38.8,1591888,1146562,445326,19109,29448,32.24,23.22,9.02,5964,80.56,4937796
IRL,Europe,Ireland,5/2/2021,249838,401,457.857,4906,0,4.714,50597.068,81.21,92.725,993.561,0,0.955,18027,4531821,917.782,3.651,18250,3.696,0.025,39.9,1604644,1159083,445561,12756,29512,32.5,23.47,9.02,5977,80.56,4937796
IRL,Europe,Ireland,5/3/2021,250290,452,460.143,4906,0,4.571,50688.607,91.539,93.188,993.561,0,0.926,13416,4545237,920.499,2.717,18332,3.713,0.025,39.8,1621870,1174292,447578,17226,29133,32.85,23.78,9.06,5900,80.56,4937796
IRL,Europe,Ireland,5/4/2021,250672,382,454.714,4908,2,3.429,50765.969,77.362,92.089,993.966,0.405,0.694,14187,4559424,923.372,2.873,18177,3.681,0.025,40,1655866,1201373,454493,33996,29062,33.53,24.33,9.2,5886,80.56,4937796
IRL,Europe,Ireland,5/5/2021,251087,415,461.429,4915,7,2.714,50850.015,84.046,93.448,995.383,1.418,0.55,19543,4578967,927.33,3.958,18040,3.653,0.026,39.1,,,,,30621,,,,6201,80.56,4937796
IRL,Europe,Ireland,5/6/2021,251474,387,449.714,4921,6,3.143,50928.39,78.375,91.076,996.598,1.215,0.636,21036,4600003,931.59,4.26,18206,3.687,0.025,40.5,1746912,1267167,479745,,31000,35.38,25.66,9.72,6278,80.56,4937796
IRL,Europe,Ireland,5/7/2021,251904,430,433.429,4918,-3,2.143,51015.473,87.083,87.778,995.991,-0.608,0.434,18847,4618850,935.407,3.817,17713,3.587,0.024,40.9,1799190,1305178,494012,52278,32344,36.44,26.43,10,6550,80.56,4937796
IRL,Europe,Ireland,5/8/2021,252303,399,409.429,4919,1,1.857,51096.279,80.805,82.917,996.193,0.203,0.376,23846,4642696,940.236,4.829,18415,3.729,0.022,45,1827610,1327821,499789,28420,33675,37.01,26.89,10.12,6820,80.56,4937796
IRL,Europe,Ireland,5/9/2021,252809,506,424.429,4921,2,2.143,51198.753,102.475,85.955,996.598,0.405,0.434,17107,4659803,943.701,3.465,18283,3.703,0.023,43.1,1848747,1347561,501186,21137,34872,37.44,27.29,10.15,7062,80.56,4937796
IRL,Europe,Ireland,5/10/2021,253189,380,414.143,4921,0,2.143,51275.711,76.957,83.872,996.598,0,0.434,13575,4673378,946.45,2.749,18306,3.707,0.023,44.2,1882635,1376583,506052,33888,37252,38.13,27.88,10.25,7544,74.07,4937796
IRL,Europe,Ireland,5/11/2021,253567,378,413.571,4929,8,3,51352.263,76.552,83.756,998.219,1.62,0.608,16763,4690141,949.845,3.395,18674,3.782,0.022,45.2,1922913,1408655,514808,40278,38150,38.94,28.53,10.43,7726,74.07,4937796
