iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population
ALB,Europe,Albania,7/15/2020,3752,85,92.286,101,4,2.571,1303.774,29.536,32.068,35.096,1.39,0.894,361,29625,10.294,0.125,437,0.152,0.211,4.7,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/16/2020,3851,99,94.714,104,3,3,1338.175,34.401,32.912,36.139,1.042,1.042,425,30050,10.442,0.148,440,0.153,0.215,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/17/2020,3906,55,89.714,107,3,3.143,1357.287,19.112,31.175,37.181,1.042,1.092,431,30481,10.592,0.15,442,0.154,0.203,4.9,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/18/2020,4008,102,91,111,4,3.143,1392.731,35.444,31.621,38.571,1.39,1.092,501,30982,10.766,0.174,453,0.157,0.201,5,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/19/2020,4090,82,90.857,112,1,2.714,1421.225,28.494,31.572,38.919,0.347,0.943,331,31313,10.881,0.115,441,0.153,0.206,4.9,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/20/2020,4171,81,85.714,113,1,2.571,1449.371,28.147,29.785,39.266,0.347,0.894,267,31580,10.974,0.093,395,0.137,0.217,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/21/2020,4290,119,89,117,4,2.857,1490.722,41.351,30.926,40.656,1.39,0.993,482,32062,11.141,0.167,400,0.139,0.222,4.5,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/22/2020,4358,68,86.571,120,3,2.714,1514.351,23.629,30.083,41.699,1.042,0.943,496,32558,11.314,0.172,419,0.146,0.207,4.8,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/23/2020,4466,108,87.857,123,3,2.714,1551.88,37.529,30.529,42.741,1.042,0.943,477,33035,11.479,0.166,426,0.148,0.206,4.8,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/24/2020,4570,104,94.857,128,5,3,1588.019,36.139,32.962,44.478,1.737,1.042,564,33599,11.675,0.196,445,0.155,0.213,4.7,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/25/2020,4637,67,89.857,134,6,3.286,1611.3,23.282,31.224,46.563,2.085,1.142,304,33903,11.781,0.106,417,0.145,0.215,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/26/2020,4763,126,96.143,138,4,3.714,1655.084,43.783,33.408,47.953,1.39,1.291,504,34407,11.956,0.175,442,0.154,0.218,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/27/2020,4880,117,101.286,144,6,4.429,1695.74,40.656,35.196,50.038,2.085,1.539,500,34907,12.13,0.174,475,0.165,0.213,4.7,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/28/2020,4997,117,101,148,4,4.429,1736.396,40.656,35.096,51.428,1.39,1.539,507,35414,12.306,0.176,479,0.166,0.211,4.7,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/29/2020,5105,108,106.714,150,2,4.286,1773.925,37.529,37.082,52.123,0.695,1.489,502,35916,12.48,0.174,480,0.167,0.222,4.5,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/30/2020,5197,92,104.429,154,4,4.429,1805.893,31.969,36.288,53.513,1.39,1.539,507,36423,12.657,0.176,484,0.168,0.216,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,7/31/2020,5276,79,100.857,157,3,4.143,1833.345,27.452,35.047,54.556,1.042,1.44,500,36923,12.83,0.174,475,0.165,0.212,4.7,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,8/1/2020,5396,120,108.429,161,4,3.857,1875.043,41.699,37.678,55.946,1.39,1.34,510,37433,13.008,0.177,504,0.175,0.215,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,8/2/2020,5519,123,108,166,5,4,1917.784,42.741,37.529,57.683,1.737,1.39,474,37907,13.172,0.165,500,0.174,0.216,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,8/3/2020,5620,101,105.714,172,6,4,1952.881,35.096,36.734,59.768,2.085,1.39,474,38381,13.337,0.165,496,0.172,0.213,4.7,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,8/4/2020,5750,130,107.571,176,4,4,1998.054,45.173,37.38,61.158,1.39,1.39,546,38927,13.527,0.19,502,0.174,0.214,4.7,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,8/5/2020,5889,139,112,182,6,4.571,2046.355,48.301,38.919,63.243,2.085,1.589,561,39488,13.722,0.195,510,0.177,0.22,4.6,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,8/6/2020,6016,127,117,188,6,4.857,2090.486,44.131,40.656,65.328,2.085,1.688,531,40019,13.906,0.185,514,0.179,0.228,4.4,,,,,,,,,,62.96,2877800
ALB,Europe,Albania,8/7/2020,6151,135,125,189,1,4.571,2137.397,46.911,43.436,65.675,0.347,1.589,586,40605,14.11,0.204,526,0.183,0.238,4.2,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/8/2020,6275,124,125.571,193,4,4.571,2180.485,43.088,43.635,67.065,1.39,1.589,500,41105,14.283,0.174,525,0.182,0.239,4.2,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/9/2020,6411,136,127.429,199,6,4.714,2227.743,47.258,44.28,69.15,2.085,1.638,561,41666,14.478,0.195,537,0.187,0.237,4.2,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/10/2020,6536,125,130.857,200,1,4,2271.179,43.436,45.471,69.498,0.347,1.39,506,42172,14.654,0.176,542,0.188,0.241,4.1,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/11/2020,6676,140,132.286,205,5,4.143,2319.828,48.648,45.968,71.235,1.737,1.44,603,42775,14.864,0.21,550,0.191,0.241,4.2,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/12/2020,6817,141,132.571,208,3,3.714,2368.823,48.996,46.067,72.277,1.042,1.291,625,43400,15.081,0.217,559,0.194,0.237,4.2,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/13/2020,6971,154,136.429,213,5,3.571,2422.337,53.513,47.407,74.015,1.737,1.241,643,44043,15.304,0.223,575,0.2,0.237,4.2,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/14/2020,7117,146,138,219,6,4.286,2473.07,50.733,47.953,76.1,2.085,1.489,639,44682,15.526,0.222,582,0.202,0.237,4.2,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/15/2020,7260,143,140.714,225,6,4.571,2522.76,49.691,48.896,78.185,2.085,1.589,650,45332,15.752,0.226,604,0.21,0.233,4.3,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/16/2020,7380,120,138.429,228,3,4.143,2564.459,41.699,48.102,79.227,1.042,1.44,626,45958,15.97,0.218,613,0.213,0.226,4.4,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/17/2020,7499,119,137.571,230,2,4.286,2605.81,41.351,47.804,79.922,0.695,1.489,501,46459,16.144,0.174,612,0.213,0.225,4.4,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/18/2020,7654,155,139.714,232,2,3.857,2659.671,53.861,48.549,80.617,0.695,1.34,932,47391,16.468,0.324,659,0.229,0.212,4.7,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/19/2020,7812,158,142.143,234,2,3.714,2714.574,54.903,49.393,81.312,0.695,1.291,864,48255,16.768,0.3,694,0.241,0.205,4.9,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/20/2020,7967,155,142.286,238,4,3.571,2768.434,53.861,49.443,82.702,1.39,1.241,847,49102,17.062,0.294,723,0.251,0.197,5.1,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/21/2020,8119,152,143.143,240,2,3,2821.252,52.818,49.74,83.397,0.695,1.042,864,49966,17.363,0.3,755,0.262,0.19,5.3,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/22/2020,8275,156,145,245,5,2.857,2875.46,54.208,50.386,85.134,1.737,0.993,837,50803,17.653,0.291,782,0.272,0.185,5.4,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/23/2020,8427,152,149.571,250,5,3.143,2928.279,52.818,51.974,86.872,1.737,1.092,785,51588,17.926,0.273,804,0.279,0.186,5.4,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/24/2020,8605,178,158,254,4,3.429,2990.131,61.853,54.903,88.262,1.39,1.191,947,52535,18.255,0.329,868,0.302,0.182,5.5,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/25/2020,8759,154,157.857,259,5,3.857,3043.644,53.513,54.853,89.999,1.737,1.34,870,53405,18.558,0.302,859,0.298,0.184,5.4,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/26/2020,8927,168,159.286,263,4,4.143,3102.022,58.378,55.35,91.389,1.39,1.44,878,54283,18.863,0.305,861,0.299,0.185,5.4,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/27/2020,9083,156,159.429,266,3,4,3156.23,54.208,55.399,92.432,1.042,1.39,865,55148,19.163,0.301,864,0.3,0.185,5.4,,,,,,,,,,57.41,2877800
ALB,Europe,Albania,8/28/2020,9195,112,153.714,271,5,4.429,3195.149,38.919,53.414,94.169,1.737,1.539,801,55949,19.442,0.278,855,0.297,0.18,5.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,8/29/2020,9279,84,143.429,275,4,4.286,3224.338,29.189,49.84,95.559,1.39,1.489,796,56745,19.718,0.277,849,0.295,0.169,5.9,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,8/30/2020,9380,101,136.143,280,5,4.286,3259.434,35.096,47.308,97.297,1.737,1.489,803,57548,19.997,0.279,851,0.296,0.16,6.3,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,8/31/2020,9513,133,129.714,284,4,4.286,3305.65,46.216,45.074,98.686,1.39,1.489,820,58368,20.282,0.285,833,0.289,0.156,6.4,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/1/2020,9606,93,121,290,6,4.429,3337.967,32.316,42.046,100.771,2.085,1.539,812,59180,20.564,0.282,825,0.287,0.147,6.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/2/2020,9728,122,114.429,296,6,4.714,3380.36,42.393,39.763,102.856,2.085,1.638,856,60036,20.862,0.297,822,0.286,0.139,7.2,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/3/2020,9844,116,108.714,301,5,5,3420.669,40.309,37.777,104.594,1.737,1.737,835,60871,21.152,0.29,818,0.284,0.133,7.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/4/2020,9967,123,110.286,306,5,5,3463.41,42.741,38.323,106.331,1.737,1.737,857,61728,21.45,0.298,826,0.287,0.134,7.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/5/2020,10102,135,117.571,312,6,5.286,3510.32,46.911,40.855,108.416,2.085,1.837,860,62588,21.749,0.299,835,0.29,0.141,7.1,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/6/2020,10255,153,125,316,4,5.143,3563.486,53.166,43.436,109.806,1.39,1.787,847,63435,22.043,0.294,841,0.292,0.149,6.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/7/2020,10406,151,127.571,319,3,5,3615.957,52.471,44.329,110.849,1.042,1.737,824,64259,22.329,0.286,842,0.293,0.152,6.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/8/2020,10553,147,135.286,321,2,4.429,3667.037,51.081,47.01,111.544,0.695,1.539,830,65089,22.618,0.288,844,0.293,0.16,6.2,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/9/2020,10704,151,139.429,322,1,3.714,3719.508,52.471,48.45,111.891,0.347,1.291,852,65941,22.914,0.296,844,0.293,0.165,6.1,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/10/2020,10860,156,145.143,324,2,3.286,3773.716,54.208,50.435,112.586,0.695,1.142,870,66811,23.216,0.302,849,0.295,0.171,5.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/11/2020,11021,161,150.571,327,3,3,3829.662,55.946,52.322,113.628,1.042,1.042,875,67686,23.52,0.304,851,0.296,0.177,5.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/12/2020,11185,164,154.714,330,3,2.571,3886.65,56.988,53.761,114.671,1.042,0.894,872,68558,23.823,0.303,853,0.296,0.181,5.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/13/2020,11353,168,156.857,334,4,2.571,3945.027,58.378,54.506,116.061,1.39,0.894,877,69435,24.128,0.305,857,0.298,0.183,5.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/14/2020,11520,167,159.143,338,4,2.714,4003.058,58.03,55.3,117.451,1.39,0.943,862,70297,24.427,0.3,863,0.3,0.184,5.4,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/15/2020,11672,152,159.857,340,2,2.714,4055.876,52.818,55.548,118.146,0.695,0.943,810,71107,24.709,0.281,860,0.299,0.186,5.4,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/16/2020,11816,144,158.857,343,3,3,4105.914,50.038,55.201,119.188,1.042,1.042,824,71931,24.995,0.286,856,0.297,0.186,5.4,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/17/2020,11948,132,155.429,347,4,3.286,4151.783,45.868,54.01,120.578,1.39,1.142,817,72748,25.279,0.284,848,0.295,0.183,5.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/18/2020,12073,125,150.286,353,6,3.714,4195.219,43.436,52.222,122.663,2.085,1.291,833,73581,25.568,0.289,842,0.293,0.178,5.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/19/2020,12226,153,148.714,358,5,4,4248.384,53.166,51.676,124.401,1.737,1.39,836,74417,25.859,0.29,837,0.291,0.178,5.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/20/2020,12385,159,147.429,362,4,4,4303.635,55.251,51.23,125.791,1.39,1.39,844,75261,26.152,0.293,832,0.289,0.177,5.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/21/2020,12535,150,145,364,2,3.714,4355.758,52.123,50.386,126.486,0.695,1.291,809,76070,26.433,0.281,825,0.287,0.176,5.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/22/2020,12666,131,142,367,3,3.857,4401.279,45.521,49.343,127.528,1.042,1.34,825,76895,26.72,0.287,827,0.287,0.172,5.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/23/2020,12787,121,138.714,370,3,3.857,4443.325,42.046,48.202,128.57,1.042,1.34,887,77782,27.028,0.308,836,0.29,0.166,6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/24/2020,12921,134,139,370,0,3.286,4489.888,46.563,48.301,128.57,0,1.142,852,78634,27.324,0.296,841,0.292,0.165,6.1,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/25/2020,13045,124,138.857,373,3,2.857,4532.977,43.088,48.251,129.613,1.042,0.993,808,79442,27.605,0.281,837,0.291,0.166,6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/26/2020,13153,108,132.429,375,2,2.429,4570.505,37.529,46.017,130.308,0.695,0.844,811,80253,27.887,0.282,834,0.29,0.159,6.3,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/27/2020,13259,106,124.857,377,2,2.143,4607.339,36.834,43.386,131.003,0.695,0.745,832,81085,28.176,0.289,832,0.289,0.15,6.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/28/2020,13391,132,122.286,380,3,2.286,4653.207,45.868,42.493,132.045,1.042,0.794,824,81909,28.462,0.286,834,0.29,0.147,6.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/29/2020,13518,127,121.714,384,4,2.429,4697.338,44.131,42.294,133.435,1.39,0.844,820,82729,28.747,0.285,833,0.289,0.146,6.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,9/30/2020,13649,131,123.143,387,3,2.429,4742.859,45.521,42.791,134.478,1.042,0.844,842,83571,29.04,0.293,827,0.287,0.149,6.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/1/2020,13806,157,126.429,388,1,2.571,4797.415,54.556,43.932,134.825,0.347,0.894,1013,84584,29.392,0.352,850,0.295,0.149,6.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/2/2020,13965,159,131.429,389,1,2.286,4852.665,55.251,45.67,135.173,0.347,0.794,1085,85669,29.769,0.377,890,0.309,0.148,6.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/3/2020,14117,152,137.714,392,3,2.429,4905.483,52.818,47.854,136.215,1.042,0.844,1008,86677,30.119,0.35,918,0.319,0.15,6.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/4/2020,14266,149,143.857,396,4,2.714,4957.259,51.776,49.989,137.605,1.39,0.943,963,87640,30.454,0.335,936,0.325,0.154,6.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/5/2020,14410,144,145.571,400,4,2.857,5007.297,50.038,50.584,138.995,1.39,0.993,912,88552,30.771,0.317,949,0.33,0.153,6.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/6/2020,14568,158,150,403,3,2.714,5062.2,54.903,52.123,140.038,1.042,0.943,905,89457,31.085,0.314,961,0.334,0.156,6.4,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/7/2020,14730,162,154.429,407,4,2.857,5118.493,56.293,53.662,141.427,1.39,0.993,914,90371,31.403,0.318,971,0.337,0.159,6.3,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/8/2020,14899,169,156.143,411,4,3.286,5177.219,58.725,54.258,142.817,1.39,1.142,971,91342,31.74,0.337,965,0.335,0.162,6.2,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/9/2020,15066,167,157.286,413,2,3.429,5235.249,58.03,54.655,143.512,0.695,1.191,932,92274,32.064,0.324,944,0.328,0.167,6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/10/2020,15231,165,159.143,416,3,3.429,5292.585,57.335,55.3,144.555,1.042,1.191,960,93234,32.398,0.334,937,0.326,0.17,5.9,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/11/2020,15399,168,161.857,420,4,3.429,5350.963,58.378,56.243,145.945,1.39,1.191,943,94177,32.725,0.328,934,0.325,0.173,5.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/12/2020,15570,171,165.714,424,4,3.429,5410.383,59.42,57.584,147.335,1.39,1.191,952,95129,33.056,0.331,940,0.327,0.176,5.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/13/2020,15752,182,169.143,429,5,3.714,5473.626,63.243,58.775,149.072,1.737,1.291,1055,96184,33.423,0.367,961,0.334,0.176,5.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/14/2020,15955,203,175,434,5,3.857,5544.166,70.54,60.81,150.81,1.737,1.34,1351,97535,33.892,0.469,1023,0.355,0.171,5.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/15/2020,16212,257,187.571,439,5,4,5633.47,89.304,65.179,152.547,1.737,1.39,1398,98933,34.378,0.486,1084,0.377,0.173,5.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/16/2020,16501,289,205,443,4,4.286,5733.894,100.424,71.235,153.937,1.39,1.489,1402,100335,34.865,0.487,1152,0.4,0.178,5.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/17/2020,16774,273,220.429,448,5,4.571,5828.758,94.864,76.596,155.674,1.737,1.589,1289,101624,35.313,0.448,1199,0.417,0.184,5.4,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/18/2020,17055,281,236.571,451,3,4.429,5926.402,97.644,82.206,156.717,1.042,1.539,1276,102900,35.756,0.443,1246,0.433,0.19,5.3,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/19/2020,17350,295,254.286,454,3,4.286,6028.911,102.509,88.361,157.759,1.042,1.489,1413,104313,36.247,0.491,1312,0.456,0.194,5.2,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/20/2020,17651,301,271.286,458,4,4.143,6133.505,104.594,94.268,159.149,1.39,1.44,1407,105720,36.736,0.489,1362,0.473,0.199,5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/21/2020,17948,297,284.714,462,4,4,6236.709,103.204,98.935,160.539,1.39,1.39,1375,107095,37.214,0.478,1366,0.475,0.208,4.8,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/22/2020,18250,302,291.143,465,3,3.714,6341.65,104.941,101.169,161.582,1.042,1.291,1405,108500,37.702,0.488,1367,0.475,0.213,4.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/23/2020,18556,306,293.571,469,4,3.714,6447.981,106.331,102.012,162.972,1.39,1.291,1412,109912,38.193,0.491,1368,0.475,0.215,4.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/24/2020,18858,302,297.714,473,4,3.571,6552.922,104.941,103.452,164.362,1.39,1.241,1329,111241,38.655,0.462,1374,0.477,0.217,4.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/25/2020,19157,299,300.286,477,4,3.714,6656.821,103.899,104.346,165.752,1.39,1.291,1315,112556,39.112,0.457,1379,0.479,0.218,4.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/26/2020,19445,288,299.286,480,3,3.714,6756.898,100.076,103.998,166.794,1.042,1.291,1304,113860,39.565,0.453,1364,0.474,0.219,4.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/27/2020,19729,284,296.857,487,7,4.143,6855.584,98.686,103.154,169.226,2.432,1.44,1278,115138,40.009,0.444,1345,0.467,0.221,4.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/28/2020,20040,311,298.857,493,6,4.429,6963.653,108.069,103.849,171.311,2.085,1.539,1397,116535,40.494,0.485,1349,0.469,0.222,4.5,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/29/2020,20315,275,295,499,6,4.857,7059.212,95.559,102.509,173.396,2.085,1.688,1422,117957,40.989,0.494,1351,0.469,0.218,4.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/30/2020,20634,319,296.857,502,3,4.714,7170.06,110.849,103.154,174.439,1.042,1.638,1534,119491,41.522,0.533,1368,0.475,0.217,4.6,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,10/31/2020,20875,241,288.143,509,7,5.143,7253.805,83.745,100.126,176.871,2.432,1.787,1260,120751,41.959,0.438,1359,0.472,0.212,4.7,,,,,,,,,,54.63,2877800
ALB,Europe,Albania,11/1/2020,21202,327,292.143,518,9,5.857,7367.433,113.628,101.516,179.999,3.127,2.035,1472,122223,42.471,0.512,1381,0.48,0.212,4.7,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/2/2020,21523,321,296.857,527,9,6.714,7478.977,111.544,103.154,183.126,3.127,2.333,1446,123669,42.973,0.502,1401,0.487,0.212,4.7,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/3/2020,21904,381,310.714,532,5,6.429,7611.37,132.393,107.969,184.863,1.737,2.234,1684,125353,43.559,0.585,1459,0.507,0.213,4.7,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/4/2020,22300,396,322.857,536,4,6.143,7748.975,137.605,112.189,186.253,1.39,2.135,1725,127078,44.158,0.599,1506,0.523,0.214,4.7,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/5/2020,22721,421,343.714,543,7,6.286,7895.267,146.292,119.436,188.686,2.432,2.184,1744,128822,44.764,0.606,1552,0.539,0.221,4.5,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/6/2020,23210,489,368,549,6,6.714,8065.189,169.921,127.875,190.771,2.085,2.333,1954,130776,45.443,0.679,1612,0.56,0.228,4.4,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/7/2020,23705,495,404.286,557,8,6.857,8237.195,172.006,140.484,193.551,2.78,2.383,1927,132703,46.113,0.67,1707,0.593,0.237,4.2,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/8/2020,24206,501,429.143,559,2,5.857,8411.286,174.091,149.122,194.246,0.695,2.035,1942,134645,46.787,0.675,1775,0.617,0.242,4.1,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/9/2020,24731,525,458.286,571,12,6.286,8593.717,182.431,159.249,198.415,4.17,2.184,1967,136612,47.471,0.684,1849,0.643,0.248,4,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/10/2020,25294,563,484.286,579,8,6.714,8789.353,195.636,168.283,201.195,2.78,2.333,1739,138351,48.075,0.604,1857,0.645,0.261,3.8,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/11/2020,25801,507,500.143,590,11,7.714,8965.529,176.176,173.793,205.018,3.822,2.681,1864,140215,48.723,0.648,1877,0.652,0.266,3.8,,,,,,,,,,50.93,2877800
ALB,Europe,Albania,11/12/2020,26211,410,498.571,598,8,7.857,9107.999,142.47,173.247,207.798,2.78,2.73,1559,141774,49.265,0.542,1850,0.643,0.269,3.7,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/13/2020,26701,490,498.714,605,7,8,9278.268,170.269,173.297,210.23,2.432,2.78,2051,143825,49.977,0.713,1864,0.648,0.268,3.7,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/14/2020,27233,532,504,612,7,7.857,9463.132,184.863,175.134,212.662,2.432,2.73,2055,145880,50.692,0.714,1882,0.654,0.268,3.7,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/15/2020,27830,597,517.714,623,11,9.143,9670.582,207.45,179.899,216.485,3.822,3.177,2106,147986,51.423,0.732,1906,0.662,0.272,3.7,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/16/2020,28432,602,528.714,631,8,8.571,9879.769,209.188,183.722,219.265,2.78,2.978,2086,150072,52.148,0.725,1923,0.668,0.275,3.6,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/17/2020,29126,694,547.429,637,6,8.286,10120.926,241.156,190.225,221.35,2.085,2.879,2137,152209,52.891,0.743,1980,0.688,0.276,3.6,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/18/2020,29837,711,576.571,646,9,8,10367.989,247.064,200.351,224.477,3.127,2.78,2117,154326,53.626,0.736,2016,0.701,0.286,3.5,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/19/2020,30623,786,630.286,657,11,8.429,10641.115,273.125,219.017,228.299,3.822,2.929,2152,156478,54.374,0.748,2101,0.73,0.3,3.3,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/20/2020,31459,836,679.714,672,15,9.571,10931.614,290.5,236.192,233.512,5.212,3.326,2198,158676,55.138,0.764,2122,0.737,0.32,3.1,,,,,,,,,,65.74,2877800
ALB,Europe,Albania,11/21/2020,32196,737,709,685,13,10.429,11187.713,256.098,246.369,238.029,4.517,3.624,1942,160618,55.813,0.675,2105,0.731,0.337,3,,,,,,,,,,65.74,2877800
